Yaw,Pitch,Roll,UncompAccX,UncompAccY,UncompAccZ,UncompGyroX,UncompGyroY,UncompGyroZ,Temperature,Pressure,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatS,LinAccelX,LinAccelY,LinAccelZ,LinAccelN,LinAccelE,LinAccelD
+043.132,-002.707,+006.418,-00.4765,-01.0863,-09.6564,+00.014716,-00.009974,-00.019364,+024.46,+098.23,+0.344,+0.065,-0.050,-00.4765,-01.0863,-09.6564,+00.005857,-00.002658,-00.002575,+0.0607179,-0.00136434,+0.368121,+0.927792,-00.0284,+00.0124,+00.0528,-00.0269,-00.0164,+00.0524
+043.130,-002.709,+006.423,-00.5001,-01.1099,-09.7010,+00.017269,-00.010804,-00.019374,+024.46,+098.22,+0.344,+0.066,-0.048,-00.5001,-01.1099,-09.7010,+00.008410,-00.003488,-00.002584,+0.0607632,-0.00136321,+0.368105,+0.927796,-00.0372,-00.0155,+00.0204,-00.0157,-00.0389,+00.0168
+043.128,-002.711,+006.427,-00.4670,-01.0922,-09.6757,+00.018222,-00.011836,-00.020607,+024.47,+098.23,+0.344,+0.067,-0.050,-00.4670,-01.0922,-09.6757,+00.009364,-00.004520,-00.003818,+0.0608,-0.00136672,+0.368093,+0.927798,+00.0105,+00.0094,+00.0420,+00.0030,+00.0092,+00.0433
+043.126,-002.713,+006.432,-00.4747,-01.1066,-09.6760,+00.014866,-00.011316,-00.019716,+024.45,+098.23,+0.344,+0.065,-0.050,-00.4747,-01.1066,-09.6760,+00.006008,-00.004000,-00.002927,+0.0608456,-0.001369,+0.368078,+0.927801,-00.0111,-00.0107,+00.0452,+00.0011,-00.0205,+00.0432
+043.124,-002.713,+006.434,-00.4350,-01.1061,-09.7300,+00.012373,-00.008733,-00.020098,+024.46,+098.23,+0.344,+0.066,-0.050,-00.4350,-01.1061,-09.7300,+00.003515,-00.001417,-00.003308,+0.0608651,-0.00136536,+0.368065,+0.927805,+00.0054,+00.0056,-00.0049,-00.0001,+00.0083,-00.0040
+043.123,-002.714,+006.437,-00.4611,-01.1111,-09.7020,+00.012501,-00.008401,-00.018390,+024.46,+098.23,+0.344,+0.066,-0.052,-00.4611,-01.1111,-09.7020,+00.003642,-00.001085,-00.001601,+0.0608874,-0.00136317,+0.368053,+0.927808,+00.0027,-00.0144,+00.0191,+00.0126,-00.0108,+00.0175
+043.122,-002.715,+006.439,-00.4719,-01.0944,-09.6897,+00.013245,-00.009854,-00.019095,+024.45,+098.23,+0.344,+0.066,-0.049,-00.4719,-01.0944,-09.6897,+00.004386,-00.002538,-00.002305,+0.0609077,-0.00136334,+0.368043,+0.927811,+00.0155,+00.0026,+00.0261,+00.0106,+00.0095,+00.0269
+043.120,-002.716,+006.443,-00.4767,-01.0799,-09.7117,+00.015979,-00.010208,-00.018337,+024.46,+098.22,+0.344,+0.065,-0.048,-00.4767,-01.0799,-09.7117,+00.007120,-00.002892,-00.001548,+0.0609455,-0.00136344,+0.368033,+0.927813,-00.0125,+00.0179,+00.0093,-00.0210,+00.0033,+00.0106
+043.119,-002.718,+006.447,-00.4712,-01.1131,-09.6846,+00.016152,-00.010723,-00.019437,+024.45,+098.23,+0.345,+0.067,-0.049,-00.4712,-01.1131,-09.6846,+00.007294,-00.003407,-00.002648,+0.0609785,-0.00136424,+0.368024,+0.927814,+00.0071,-00.0040,+00.0349,+00.0094,-00.0021,+00.0345
+043.118,-002.720,+006.451,-00.4558,-01.0933,-09.6943,+00.015578,-00.011299,-00.018292,+024.45,+098.23,+0.343,+0.066,-0.050,-00.4558,-01.0933,-09.6943,+00.006720,-00.003983,-00.001503,+0.0610198,-0.00137014,+0.368015,+0.927815,+00.0089,+00.0058,+00.0265,+00.0037,+00.0072,+00.0274
+043.117,-002.721,+006.453,-00.4613,-01.0735,-09.6703,+00.013378,-00.009878,-00.019818,+024.45,+098.23,+0.344,+0.066,-0.046,-00.4613,-01.0735,-09.6703,+00.004520,-00.002562,-00.003029,+0.0610398,-0.00137225,+0.368008,+0.927816,-00.0109,+00.0274,+00.0377,-00.0251,+00.0080,+00.0400
+043.115,-002.722,+006.456,-00.4636,-01.0948,-09.6875,+00.013537,-00.008877,-00.018146,+024.46,+098.22,+0.344,+0.067,-0.048,-00.4636,-01.0948,-09.6875,+00.004679,-00.001561,-00.001356,+0.0610672,-0.0013734,+0.367995,+0.927819,+00.0015,+00.0051,+00.0331,-00.0010,+00.0009,+00.0335
+043.114,-002.723,+006.458,-00.4898,-01.1077,-09.6959,+00.013246,-00.009416,-00.018795,+024.45,+098.23,+0.344,+0.067,-0.047,-00.4898,-01.1077,-09.6959,+00.004388,-00.002100,-00.002006,+0.0610903,-0.0013733,+0.367986,+0.927822,-00.0134,-00.0133,+00.0186,+00.0001,-00.0209,+00.0163
+043.113,-002.724,+006.461,-00.4611,-01.0995,-09.6557,+00.014088,-00.010013,-00.017918,+024.47,+098.23,+0.344,+0.067,-0.048,-00.4611,-01.0995,-09.6557,+00.005230,-00.002697,-00.001129,+0.0611202,-0.0013745,+0.36798,+0.927822,+00.0044,+00.0014,+00.0649,+00.0050,-00.0034,+00.0648
+043.113,-002.726,+006.464,-00.4720,-01.0947,-09.6678,+00.013504,-00.010199,-00.017361,+024.45,+098.23,+0.345,+0.068,-0.050,-00.4720,-01.0947,-09.6678,+00.004646,-00.002883,-00.000571,+0.0611456,-0.00137812,+0.367976,+0.927822,-00.0277,+00.0051,+00.0667,-00.0208,-00.0229,+00.0655
+043.112,-002.727,+006.467,-00.4463,-01.0950,-09.6936,+00.014239,-00.009966,-00.017740,+024.45,+098.23,+0.344,+0.066,-0.047,-00.4463,-01.0950,-09.6936,+00.005382,-00.002650,-00.000951,+0.0611775,-0.00138009,+0.367969,+0.927823,+00.0197,+00.0069,+00.0268,+00.0108,+00.0154,+00.0283
+043.111,-002.728,+006.470,-00.4508,-01.1010,-09.7396,+00.016117,-00.009997,-00.018452,+024.45,+098.23,+0.344,+0.067,-0.049,-00.4508,-01.1010,-09.7396,+00.007260,-00.002682,-00.001662,+0.0612059,-0.00137891,+0.367962,+0.927823,-00.0073,-00.0067,-00.0012,-00.0008,-00.0097,-00.0023
+043.110,-002.730,+006.474,-00.4767,-01.0973,-09.6728,+00.014552,-00.010331,-00.018226,+024.45,+098.23,+0.344,+0.065,-0.050,-00.4767,-01.0973,-09.6728,+00.005695,-00.003015,-00.001436,+0.0612444,-0.00137964,+0.367953,+0.927824,-00.0103,+00.0058,+00.0474,-00.0094,-00.0082,+00.0472
+043.109,-002.731,+006.477,-00.4752,-01.0875,-09.6909,+00.014939,-00.009274,-00.017869,+024.45,+098.23,+0.345,+0.067,-0.049,-00.4752,-01.0875,-09.6909,+00.006082,-00.001958,-00.001080,+0.0612674,-0.0013776,+0.367949,+0.927824,+00.0148,+00.0221,+00.0455,-00.0023,+00.0208,+00.0484
+043.108,-002.732,+006.481,-00.4750,-01.0930,-09.6995,+00.015138,-00.009510,-00.017290,+024.45,+098.22,+0.344,+0.066,-0.050,-00.4750,-01.0930,-09.6995,+00.006281,-00.002194,-00.000501,+0.061307,-0.00137784,+0.367942,+0.927825,-00.0081,+00.0112,+00.0206,-00.0127,+00.0002,+00.0214
+043.107,-002.734,+006.485,-00.4478,-01.0995,-09.6823,+00.017539,-00.012131,-00.018595,+024.45,+098.22,+0.344,+0.068,-0.049,-00.4478,-01.0995,-09.6823,+00.008683,-00.004815,-00.001806,+0.061343,-0.00138128,+0.367936,+0.927824,-00.0089,+00.0138,+00.0364,-00.0143,-00.0003,+00.0373
+043.107,-002.734,+006.485,-00.4724,-01.1382,-09.7005,+00.001866,-00.005181,-00.017055,+024.45,+098.22,+0.344,+0.066,-0.049,-00.4724,-01.1382,-09.7005,-00.006991,+00.002135,-00.000266,+0.0613419,-0.00138179,+0.367931,+0.927827,-00.0052,-00.0334,+00.0195,+00.0199,-00.0299,+00.0153
+043.106,-002.734,+006.486,-00.4454,-01.0973,-09.6724,+00.016834,-00.009895,-00.018164,+024.45,+098.24,+0.345,+0.065,-0.047,-00.4454,-01.0973,-09.6724,+00.007978,-00.002580,-00.001374,+0.0613552,-0.00137773,+0.367925,+0.927828,+00.0353,+00.0070,+00.0427,+00.0227,+00.0242,+00.0449
+043.105,-002.736,+006.490,-00.4649,-01.1225,-09.7090,+00.011668,-00.010225,-00.018761,+024.45,+098.22,+0.345,+0.067,-0.049,-00.4649,-01.1225,-09.7090,+00.002811,-00.002909,-00.001971,+0.0613909,-0.00138441,+0.367918,+0.927829,+00.0026,-00.0168,+00.0109,+00.0138,-00.0116,+00.0090
+043.104,-002.737,+006.492,-00.4363,-01.0961,-09.6856,+00.017259,-00.009369,-00.016070,+024.47,+098.23,+0.344,+0.068,-0.049,-00.4363,-01.0961,-09.6856,+00.008402,-00.002054,+00.000719,+0.0614113,-0.00138364,+0.367913,+0.927829,+00.0259,+00.0274,+00.0296,+00.0014,+00.0341,+00.0337
+043.104,-002.740,+006.497,-00.4603,-01.1075,-09.6695,+00.014319,-00.011022,-00.017310,+024.45,+098.22,+0.345,+0.065,-0.049,-00.4603,-01.1075,-09.6695,+00.005462,-00.003707,-00.000521,+0.0614605,-0.00138939,+0.367911,+0.927827,+00.0078,-00.0005,+00.0503,+00.0082,-00.0008,+00.0502
+043.103,-002.740,+006.498,-00.4820,-01.1082,-09.6748,+00.009631,-00.007716,-00.018254,+024.47,+098.23,+0.345,+0.066,-0.051,-00.4820,-01.1082,-09.6748,+00.000775,-00.000400,-00.001465,+0.0614672,-0.00138833,+0.367904,+0.927829,-00.0219,-00.0104,+00.0529,-00.0066,-00.0285,+00.0503
+043.102,-002.741,+006.501,-00.4757,-01.1253,-09.6743,+00.011466,-00.009591,-00.017493,+024.46,+098.23,+0.344,+0.066,-0.048,-00.4757,-01.1253,-09.6743,+00.002610,-00.002276,-00.000704,+0.0614923,-0.00138967,+0.367898,+0.92783,-00.0073,-00.0178,+00.0453,+00.0088,-00.0230,+00.0426
+043.101,-002.741,+006.501,-00.4624,-01.0994,-09.6999,+00.008353,-00.007575,-00.019655,+024.45,+098.22,+0.345,+0.068,-0.049,-00.4624,-01.0994,-09.6999,-00.000503,-00.000259,-00.002866,+0.0614951,-0.0013899,+0.367889,+0.927833,+00.0253,+00.0074,+00.0105,+00.0138,+00.0214,+00.0125
+043.101,-002.742,+006.502,-00.4614,-01.1210,-09.7055,+00.010838,-00.008613,-00.017898,+024.45,+098.22,+0.345,+0.067,-0.046,-00.4614,-01.1210,-09.7055,+00.001982,-00.001298,-00.001109,+0.0615045,-0.00138996,+0.367885,+0.927834,+00.0070,-00.0132,+00.0141,+00.0148,-00.0063,+00.0128
+043.100,-002.742,+006.503,-00.4712,-01.1206,-09.7345,+00.012066,-00.007895,-00.020575,+024.45,+098.23,+0.345,+0.067,-0.050,-00.4712,-01.1206,-09.7345,+00.003210,-00.000580,-00.003786,+0.0615161,-0.00138934,+0.367878,+0.927836,-00.0087,-00.0039,+00.0030,-00.0036,-00.0091,+00.0021
+043.099,-002.743,+006.506,-00.4593,-01.1017,-09.6771,+00.013786,-00.009879,-00.017222,+024.45,+098.23,+0.345,+0.066,-0.049,-00.4593,-01.1017,-09.6771,+00.004930,-00.002563,-00.000433,+0.0615436,-0.0013918,+0.367871,+0.927837,+00.0095,+00.0068,+00.0424,+00.0041,+00.0064,+00.0433
+043.099,-002.745,+006.510,-00.4719,-01.1072,-09.6895,+00.015931,-00.010588,-00.018000,+024.45,+098.22,+0.344,+0.066,-0.051,-00.4719,-01.1072,-09.6895,+00.007075,-00.003273,-00.001211,+0.0615776,-0.00139213,+0.367869,+0.927836,+00.0128,-00.0052,+00.0367,+00.0145,+00.0008,+00.0365
+043.097,-002.747,+006.514,-00.5020,-01.0966,-09.6909,+00.015516,-00.011114,-00.018443,+024.45,+098.23,+0.345,+0.065,-0.049,-00.5020,-01.0966,-09.6909,+00.006661,-00.003799,-00.001654,+0.0616149,-0.00139678,+0.36786,+0.927837,-00.0327,+00.0132,+00.0284,-00.0316,-00.0161,+00.0281
+043.097,-002.748,+006.516,-00.4847,-01.1115,-09.7006,+00.013828,-00.010399,-00.017934,+024.45,+098.22,+0.345,+0.067,-0.049,-00.4847,-01.1115,-09.7006,+00.004973,-00.003084,-00.001145,+0.0616348,-0.00139804,+0.367856,+0.927837,-00.0070,+00.0099,+00.0081,-00.0115,+00.0014,+00.0088
+043.095,-002.748,+006.518,-00.4792,-01.1184,-09.6653,+00.011124,-00.007556,-00.018772,+024.45,+098.23,+0.344,+0.067,-0.049,-00.4792,-01.1184,-09.6653,+00.002268,-00.000240,-00.001982,+0.0616528,-0.00139693,+0.367845,+0.92784,-00.0096,-00.0080,+00.0540,+00.0007,-00.0186,+00.0522
+043.095,-002.748,+006.519,-00.4596,-01.0992,-09.6852,+00.011502,-00.007167,-00.017414,+024.45,+098.22,+0.344,+0.066,-0.047,-00.4596,-01.0992,-09.6852,+00.002647,+00.000148,-00.000624,+0.0616638,-0.0013937,+0.367839,+0.927842,-00.0045,+00.0236,+00.0308,-00.0181,+00.0104,+00.0330
+043.094,-002.749,+006.521,-00.4773,-01.0974,-09.6699,+00.012639,-00.008919,-00.017266,+024.45,+098.23,+0.343,+0.065,-0.051,-00.4773,-01.0974,-09.6699,+00.003784,-00.001605,-00.000476,+0.0616843,-0.00139267,+0.367836,+0.927841,-00.0075,+00.0136,+00.0492,-00.0127,-00.0010,+00.0501
+043.093,-002.750,+006.523,-00.4909,-01.1049,-09.7195,+00.012965,-00.010153,-00.017728,+024.45,+098.23,+0.345,+0.066,-0.049,-00.4909,-01.1049,-09.7195,+00.004110,-00.002838,-00.000939,+0.0617039,-0.00139375,+0.367829,+0.927843,+00.0019,-00.0086,-00.0035,+00.0071,-00.0045,-00.0044
+043.093,-002.752,+006.526,-00.4786,-01.1035,-09.7111,+00.013016,-00.010034,-00.017162,+024.45,+098.22,+0.344,+0.069,-0.047,-00.4786,-01.1035,-09.7111,+00.004161,-00.002719,-00.000373,+0.0617328,-0.00140069,+0.367823,+0.927843,-00.0084,+00.0083,+00.0079,-00.0114,-00.0006,+00.0084
+043.092,-002.753,+006.528,-00.4576,-01.1188,-09.6714,+00.012691,-00.009400,-00.018155,+024.45,+098.22,+0.344,+0.065,-0.048,-00.4576,-01.1188,-09.6714,+00.003836,-00.002085,-00.001366,+0.0617524,-0.00140254,+0.367819,+0.927844,-00.0008,+00.0004,+00.0559,+00.0015,-00.0068,+00.0555
+043.091,-002.754,+006.530,-00.4507,-01.1129,-09.6412,+00.012303,-00.010004,-00.017855,+024.45,+098.22,+0.345,+0.067,-0.050,-00.4507,-01.1129,-09.6412,+00.003449,-00.002689,-00.001065,+0.0617748,-0.00140683,+0.367811,+0.927845,+00.0199,-00.0003,+00.0778,+00.0181,+00.0044,+00.0781
+043.090,-002.756,+006.532,-00.4501,-01.0985,-09.7246,+00.012248,-00.010240,-00.017305,+024.45,+098.23,+0.345,+0.067,-0.051,-00.4501,-01.0985,-09.7246,+00.003393,-00.002925,-00.000516,+0.0617911,-0.00141171,+0.367808,+0.927846,+00.0129,+00.0157,-00.0006,-00.0014,+00.0202,+00.0018
+043.090,-002.757,+006.534,-00.4586,-01.1000,-09.7057,+00.011401,-00.008446,-00.017704,+024.45,+098.23,+0.344,+0.069,-0.048,-00.4586,-01.1000,-09.7057,+00.002546,-00.001131,-00.000915,+0.0618108,-0.00141599,+0.367803,+0.927846,+00.0124,+00.0131,+00.0132,+00.0007,+00.0164,+00.0151
+043.089,-002.757,+006.536,-00.4674,-01.1208,-09.7020,+00.012254,-00.008219,-00.017696,+024.45,+098.23,+0.344,+0.066,-0.050,-00.4674,-01.1208,-09.7020,+00.003399,-00.000905,-00.000907,+0.0618293,-0.00141575,+0.3678,+0.927846,+00.0273,-00.0051,+00.0289,+00.0247,+00.0116,+00.0295
+043.089,-002.758,+006.538,-00.4590,-01.1430,-09.6985,+00.010842,-00.008959,-00.018366,+024.45,+098.22,+0.345,+0.066,-0.048,-00.4590,-01.1430,-09.6985,+00.001987,-00.001645,-00.001576,+0.0618491,-0.00141615,+0.367793,+0.927848,+00.0123,-00.0292,+00.0203,+00.0297,-00.0150,+00.0174
+043.088,-002.760,+006.540,-00.4478,-01.1277,-09.6683,+00.013125,-00.009309,-00.017506,+024.45,+098.22,+0.344,+0.067,-0.049,-00.4478,-01.1277,-09.6683,+00.004270,-00.001995,-00.000716,+0.06187,-0.00142201,+0.36779,+0.927847,+00.0034,-00.0080,+00.0372,+00.0096,-00.0078,+00.0361
+043.087,-002.761,+006.543,-00.4800,-01.1037,-09.6751,+00.012787,-00.008609,-00.019105,+024.45,+098.23,+0.347,+0.067,-0.049,-00.4800,-01.1037,-09.6751,+00.003933,-00.001295,-00.002316,+0.061894,-0.00142379,+0.367782,+0.927849,-00.0083,+00.0109,+00.0436,-00.0116,-00.0028,+00.0441
+043.086,-002.762,+006.545,-00.4714,-01.1148,-09.6881,+00.012769,-00.007956,-00.018434,+024.45,+098.22,+0.344,+0.065,-0.046,-00.4714,-01.1148,-09.6881,+00.003915,-00.000641,-00.001644,+0.0619116,-0.00142282,+0.367777,+0.92785,+00.0066,-00.0007,+00.0244,+00.0063,+00.0011,+00.0245
+043.086,-002.762,+006.546,-00.5041,-01.1118,-09.7075,+00.011425,-00.009670,-00.017719,+024.45,+098.23,+0.344,+0.068,-0.048,-00.5041,-01.1118,-09.7075,+00.002571,-00.002356,-00.000930,+0.06193,-0.00142345,+0.367771,+0.927851,-00.0321,+00.0035,+00.0111,-00.0254,-00.0207,+00.0099
+043.085,-002.763,+006.547,-00.4814,-01.1139,-09.6902,+00.010963,-00.008148,-00.018991,+024.45,+098.22,+0.344,+0.066,-0.047,-00.4814,-01.1139,-09.6902,+00.002108,-00.000834,-00.002201,+0.0619389,-0.0014244,+0.367767,+0.927852,-00.0041,-00.0003,+00.0270,-00.0016,-00.0062,+00.0265
+043.084,-002.764,+006.549,-00.4457,-01.1320,-09.6844,+00.012493,-00.008526,-00.018135,+024.45,+098.23,+0.345,+0.067,-0.052,-00.4457,-01.1320,-09.6844,+00.003639,-00.001212,-00.001346,+0.0619557,-0.00142671,+0.367759,+0.927854,+00.0265,-00.0162,+00.0342,+00.0319,+00.0024,+00.0333
+043.083,-002.765,+006.551,-00.4586,-01.1142,-09.6985,+00.011524,-00.009750,-00.018061,+024.45,+098.23,+0.344,+0.067,-0.047,-00.4586,-01.1142,-09.6985,+00.002670,-00.002436,-00.001271,+0.061972,-0.00142901,+0.367754,+0.927855,-00.0067,+00.0002,+00.0171,-00.0042,-00.0064,+00.0166
+043.083,-002.766,+006.553,-00.4564,-01.1239,-09.6372,+00.013988,-00.007612,-00.017105,+024.45,+098.23,+0.344,+0.068,-0.048,-00.4564,-01.1239,-09.6372,+00.005134,-00.000298,-00.000316,+0.0619959,-0.00142903,+0.367751,+0.927854,+00.0162,-00.0074,+00.0812,+00.0204,-00.0038,+00.0805
+043.082,-002.766,+006.555,-00.4916,-01.1076,-09.6993,+00.012820,-00.009757,-00.017526,+024.45,+098.23,+0.345,+0.067,-0.050,-00.4916,-01.1076,-09.6993,+00.003966,-00.002443,-00.000736,+0.0620151,-0.00143004,+0.367746,+0.927855,-00.0002,-00.0044,+00.0147,+00.0035,-00.0050,+00.0141
+043.082,-002.768,+006.558,-00.4898,-01.1285,-09.6822,+00.012345,-00.009898,-00.018120,+024.45,+098.23,+0.345,+0.069,-0.049,-00.4898,-01.1285,-09.6822,+00.003491,-00.002585,-00.001331,+0.0620385,-0.00143212,+0.367741,+0.927856,-00.0169,-00.0113,+00.0361,-00.0030,-00.0239,+00.0337
+043.081,-002.768,+006.559,-00.4781,-01.1157,-09.6682,+00.010484,-00.008399,-00.018974,+024.45,+098.23,+0.344,+0.069,-0.050,-00.4781,-01.1157,-09.6682,+00.001630,-00.001086,-00.002185,+0.0620535,-0.00143339,+0.367734,+0.927857,-00.0157,-00.0011,+00.0616,-00.0080,-00.0187,+00.0602
+043.080,-002.769,+006.561,-00.4517,-01.1107,-09.6552,+00.011404,-00.009421,-00.017697,+024.45,+098.22,+0.345,+0.068,-0.050,-00.4517,-01.1107,-09.6552,+00.002550,-00.002107,-00.000907,+0.0620696,-0.00143772,+0.367727,+0.927859,+00.0215,+00.0070,+00.0631,+00.0136,+00.0124,+00.0644
+043.079,-002.770,+006.562,-00.4825,-01.1330,-09.6783,+00.011777,-00.008170,-00.017377,+024.45,+098.23,+0.345,+0.067,-0.050,-00.4825,-01.1330,-09.6783,+00.002923,-00.000856,-00.000588,+0.0620816,-0.00143685,+0.367723,+0.92786,-00.0164,-00.0150,+00.0437,+00.0001,-00.0271,+00.0409
+043.078,-002.771,+006.565,-00.4845,-01.1139,-09.6929,+00.012648,-00.009224,-00.018092,+024.45,+098.22,+0.344,+0.067,-0.049,-00.4845,-01.1139,-09.6929,+00.003794,-00.001910,-00.001302,+0.0621034,-0.00143983,+0.367713,+0.927862,-00.0111,+00.0044,+00.0253,-00.0100,-00.0073,+00.0251
+043.077,-002.772,+006.566,-00.4663,-01.1080,-09.7087,+00.011687,-00.010103,-00.017153,+024.45,+098.23,+0.345,+0.068,-0.050,-00.4663,-01.1080,-09.7087,+00.002833,-00.002789,-00.000364,+0.0621189,-0.00144442,+0.367708,+0.927863,+00.0201,-00.0029,+00.0041,+00.0168,+00.0112,+00.0047
+043.077,-002.774,+006.568,-00.4564,-01.1300,-09.7124,+00.013492,-00.008671,-00.016584,+024.47,+098.22,+0.345,+0.066,-0.048,-00.4564,-01.1300,-09.7124,+00.004638,-00.001357,+00.000205,+0.0621438,-0.00144816,+0.367709,+0.927861,+00.0175,-00.0110,+00.0057,+00.0205,+00.0033,+00.0052
+043.077,-002.774,+006.571,-00.4807,-01.1389,-09.6703,+00.013296,-00.008203,-00.017900,+024.45,+098.23,+0.344,+0.069,-0.049,-00.4807,-01.1389,-09.6703,+00.004442,-00.000890,-00.001111,+0.0621647,-0.00144866,+0.367703,+0.927862,-00.0345,-00.0090,+00.0372,-00.0174,-00.0343,+00.0342
+043.076,-002.776,+006.573,-00.4661,-01.1468,-09.7430,+00.012183,-00.009258,-00.018010,+024.45,+098.22,+0.345,+0.069,-0.051,-00.4661,-01.1468,-09.7430,+00.003329,-00.001944,-00.001221,+0.0621854,-0.00145431,+0.367695,+0.927864,+00.0082,-00.0271,-00.0250,+00.0234,-00.0110,-00.0275
+043.075,-002.776,+006.575,-00.4932,-01.1450,-09.6796,+00.012719,-00.008706,-00.018261,+024.45,+098.22,+0.344,+0.067,-0.047,-00.4932,-01.1450,-09.6796,+00.003865,-00.001393,-00.001472,+0.0622029,-0.00145196,+0.367691,+0.927864,-00.0020,-00.0304,+00.0299,+00.0206,-00.0268,+00.0261
+043.074,-002.777,+006.577,-00.4697,-01.1199,-09.6661,+00.011908,-00.007769,-00.017485,+024.45,+098.22,+0.345,+0.066,-0.049,-00.4697,-01.1199,-09.6661,+00.003055,-00.000455,-00.000696,+0.062225,-0.00144806,+0.367682,+0.927866,+00.0047,+00.0006,+00.0517,+00.0053,-00.0024,+00.0516
+043.073,-002.778,+006.579,-00.4699,-01.1346,-09.6561,+00.012068,-00.010457,-00.017959,+024.45,+098.23,+0.343,+0.069,-0.047,-00.4699,-01.1346,-09.6561,+00.003215,-00.003144,-00.001170,+0.0622406,-0.00145149,+0.367678,+0.927867,-00.0072,-00.0033,+00.0483,-00.0010,-00.0129,+00.0472
+043.073,-002.779,+006.581,-00.4623,-01.1296,-09.7133,+00.013652,-00.008412,-00.015806,+024.45,+098.23,+0.345,+0.068,-0.050,-00.4623,-01.1296,-09.7133,+00.004799,-00.001098,+00.000983,+0.0622653,-0.00145083,+0.367677,+0.927866,+00.0124,-00.0084,+00.0045,+00.0150,+00.0019,+00.0041
+043.073,-002.779,+006.584,-00.4606,-01.1104,-09.6880,+00.014172,-00.009143,-00.017604,+024.45,+098.23,+0.345,+0.068,-0.049,-00.4606,-01.1104,-09.6880,+00.005319,-00.001830,-00.000815,+0.0622853,-0.00144995,+0.367673,+0.927866,-00.0020,-00.0032,+00.0310,+00.0020,-00.0073,+00.0303
+043.072,-002.780,+006.586,-00.4626,-01.1418,-09.6771,+00.012180,-00.008738,-00.017291,+024.45,+098.22,+0.345,+0.069,-0.050,-00.4626,-01.1418,-09.6771,+00.003327,-00.001425,-00.000501,+0.0623102,-0.00144917,+0.367669,+0.927866,+00.0125,-00.0198,+00.0405,+00.0243,-00.0105,+00.0386
+043.072,-002.781,+006.588,-00.4910,-01.1230,-09.6813,+00.011260,-00.008470,-00.017423,+024.45,+098.24,+0.345,+0.068,-0.050,-00.4910,-01.1230,-09.6813,+00.002407,-00.001157,-00.000634,+0.0623243,-0.00145054,+0.367666,+0.927866,+00.0112,-00.0109,+00.0243,+00.0167,-00.0031,+00.0234
+043.070,-002.782,+006.590,-00.4748,-01.1259,-09.6913,+00.011314,-00.009631,-00.018531,+024.45,+098.23,+0.345,+0.066,-0.048,-00.4748,-01.1259,-09.6913,+00.002461,-00.002318,-00.001742,+0.0623451,-0.00145543,+0.367656,+0.927869,+00.0006,-00.0033,+00.0262,+00.0038,-00.0050,+00.0257
+043.070,-002.783,+006.591,-00.4705,-01.1070,-09.6963,+00.011075,-00.008192,-00.017155,+024.45,+098.22,+0.345,+0.068,-0.050,-00.4705,-01.1070,-09.6963,+00.002222,-00.000879,-00.000365,+0.0623583,-0.00145543,+0.367654,+0.927868,-00.0054,+00.0086,+00.0246,-00.0087,-00.0004,+00.0251
+043.070,-002.784,+006.593,-00.4595,-01.1372,-09.7074,+00.010787,-00.007638,-00.017544,+024.45,+098.23,+0.345,+0.067,-0.048,-00.4595,-01.1372,-09.7074,+00.001934,-00.000325,-00.000754,+0.0623728,-0.00145526,+0.367649,+0.927869,+00.0162,-00.0140,+00.0101,+00.0218,-00.0003,+00.0092
+043.069,-002.784,+006.594,-00.4755,-01.1096,-09.6664,+00.010884,-00.008943,-00.018148,+024.45,+098.23,+0.344,+0.068,-0.050,-00.4755,-01.1096,-09.6664,+00.002031,-00.001630,-00.001358,+0.0623841,-0.00145753,+0.367645,+0.92787,+00.0043,+00.0013,+00.0533,+00.0046,-00.0024,+00.0533
+043.068,-002.786,+006.596,-00.5041,-01.1244,-09.6799,+00.011192,-00.009379,-00.017522,+024.45,+098.23,+0.345,+0.066,-0.049,-00.5041,-01.1244,-09.6799,+00.002340,-00.002066,-00.000733,+0.0624043,-0.00146271,+0.36764,+0.927871,-00.0281,-00.0008,+00.0376,-00.0183,-00.0241,+00.0358
+043.068,-002.786,+006.598,-00.4845,-01.1448,-09.6567,+00.011683,-00.009420,-00.017226,+024.45,+098.23,+0.344,+0.066,-0.049,-00.4845,-01.1448,-09.6567,+00.002830,-00.002107,-00.000437,+0.0624206,-0.00146271,+0.367636,+0.927871,+00.0006,-00.0009,+00.0757,+00.0043,-00.0091,+00.0751
+043.067,-002.787,+006.600,-00.4536,-01.1298,-09.6900,+00.010980,-00.009260,-00.017337,+024.45,+098.23,+0.345,+0.066,-0.048,-00.4536,-01.1298,-09.6900,+00.002127,-00.001947,-00.000548,+0.0624407,-0.00146628,+0.36763,+0.927872,+00.0227,-00.0055,+00.0274,+00.0215,+00.0083,+00.0276
+043.067,-002.788,+006.602,-00.4542,-01.1347,-09.7237,+00.012681,-00.009160,-00.017330,+024.45,+098.23,+0.345,+0.069,-0.049,-00.4542,-01.1347,-09.7237,+00.003829,-00.001847,-00.000541,+0.062459,-0.00146851,+0.367628,+0.927872,+00.0024,-00.0059,-00.0024,+00.0057,-00.0024,-00.0030
