Yaw,Pitch,Roll,UncompAccX,UncompAccY,UncompAccZ,UncompGyroX,UncompGyroY,UncompGyroZ,Temperature,Pressure,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatS,LinAccelX,LinAccelY,LinAccelZ,LinAccelN,LinAccelE,LinAccelD
+062.013,+030.078,+001.933,+04.6380,+00.6155,-09.2188,-01.086983,+01.251960,+00.097211,+024.73,+098.22,+0.024,+0.072,+0.259,+04.6380,+00.6155,-09.2188,-01.095888,+01.259252,+00.113987,-0.119682,+0.23076,+0.49367,+0.829889,-00.3034,+00.9313,-00.7856,-01.1458,-00.1162,-00.5002
+062.164,+030.827,+001.385,+04.5707,+00.1329,-09.0345,-01.119087,+01.329854,+00.202100,+024.73,+098.22,+0.015,+0.065,+0.258,+04.5707,+00.1329,-09.0345,-01.127992,+01.337146,+00.218876,-0.127227,+0.233626,+0.494907,+0.827224,-00.4481,+00.3361,-00.6269,-00.6383,-00.4566,-00.3016
+062.312,+031.407,+000.903,+04.5807,-00.3032,-08.3747,-01.370239,+01.339895,+00.262604,+024.73,+098.22,+0.003,+0.057,+0.257,+04.5807,-00.3032,-08.3747,-01.379145,+01.347187,+00.279380,-0.133533,+0.235541,+0.496214,+0.8249,-00.5131,-00.1192,-00.0747,-00.1176,-00.4780,+00.2021
+062.528,+032.166,+000.094,+04.5891,-00.2962,-07.6447,-01.677566,+01.312577,+00.306005,+024.73,+098.23,-0.008,+0.050,+0.252,+04.5891,-00.2962,-07.6447,-01.686471,+01.319868,+00.322781,-0.143095,+0.23721,+0.498474,+0.821449,-00.6248,-00.2825,+00.6458,+00.1661,-00.2953,+00.8789
+062.702,+032.708,-000.539,+04.9233,-00.2856,-07.1733,-01.675838,+01.220740,+00.324949,+024.73,+098.22,-0.019,+0.041,+0.252,+04.9233,-00.2856,-07.1733,-01.684743,+01.228032,+00.341725,-0.150351,+0.238107,+0.500357,+0.818744,-00.4394,-00.3609,+01.0533,+00.4041,+00.0179,+01.1265
+062.895,+033.363,-001.378,+05.1217,-00.0629,-07.2415,-01.625346,+01.096885,+00.269072,+024.73,+098.22,-0.033,+0.028,+0.243,+05.1217,-00.0629,-07.2415,-01.634251,+01.104176,+00.285848,-0.15958,+0.23886,+0.502671,+0.815354,-00.2643,-00.2596,+00.9359,+00.3464,+00.1566,+00.9320
+063.013,+033.800,-002.027,+05.4607,+00.3222,-07.7785,-01.658597,+00.971574,+00.240361,+024.73,+098.22,-0.043,+0.018,+0.241,+05.4607,+00.3222,-07.7785,-01.667502,+00.978865,+00.257137,-0.166329,+0.238964,+0.504333,+0.812945,+00.0004,-00.0570,+00.4381,+00.1481,+00.1995,+00.3653
+063.173,+034.368,-002.821,+05.4076,+01.0970,-08.0595,-01.442652,+00.990306,+00.263410,+024.73,+098.23,-0.052,+0.013,+0.234,+05.4076,+01.0970,-08.0595,-01.451558,+00.997598,+00.280186,-0.174735,+0.239279,+0.506445,+0.80977,-00.1211,+00.6991,+00.0148,-00.6739,+00.2164,+00.0521
+063.310,+034.840,-003.157,+05.5176,+01.5865,-07.9431,-00.747680,+01.108087,+00.332379,+024.73,+098.22,-0.060,+0.006,+0.229,+05.5176,+01.5865,-07.9431,-00.756586,+01.115378,+00.349155,-0.179423,+0.240946,+0.507562,+0.807547,-00.0528,+01.1569,+00.1115,-01.0448,+00.5072,+00.0692
+063.555,+035.523,-003.357,+05.7164,+01.1035,-08.1129,-00.580528,+01.178216,+00.420114,+024.73,+098.22,-0.068,+0.001,+0.229,+05.7164,+01.1035,-08.1129,-00.589433,+01.185508,+00.436890,-0.184289,+0.244527,+0.5089,+0.804528,+00.0259,+00.6368,-00.1556,-00.6015,+00.1978,-00.1718
+063.748,+036.057,-003.480,+05.5141,+00.5445,-07.7386,-00.518509,+01.224860,+00.418414,+024.73,+098.22,-0.083,-0.004,+0.222,+05.5141,+00.5445,-07.7386,-00.527414,+01.232151,+00.435190,-0.187872,+0.247454,+0.509876,+0.802183,-00.2346,+00.1373,+00.1072,-00.1870,-00.0545,+00.2178
+063.968,+036.795,-003.727,+05.1919,-00.0522,-07.4363,-00.742291,+01.273802,+00.350410,+024.73,+098.22,-0.094,-0.009,+0.216,+05.1919,-00.0522,-07.4363,-00.751196,+01.281093,+00.367186,-0.193254,+0.251214,+0.511048,+0.798984,-00.6741,-00.5619,+00.3898,+00.3560,-00.4911,+00.7445
+064.099,+037.344,-004.053,+05.5525,-00.2770,-06.4600,-00.959777,+01.214955,+00.292474,+024.73,+098.22,-0.102,-0.013,+0.212,+05.5525,-00.2770,-06.4600,-00.968682,+01.222246,+00.309250,-0.198179,+0.253411,+0.512001,+0.796469,-00.4006,-00.8048,+01.2164,+00.8422,+00.0936,+01.2528
+064.230,+037.983,-004.482,+06.0186,-00.4049,-06.5889,-00.819800,+01.040936,+00.226051,+024.74,+098.22,-0.112,-0.019,+0.208,+06.0186,-00.4049,-06.5889,-00.828705,+01.048228,+00.242827,-0.204184,+0.255763,+0.513076,+0.793503,-00.0087,-01.0081,+01.1069,+01.1405,+00.2497,+00.9372
+064.264,+038.420,-004.692,+06.2978,-00.2290,-07.8399,-00.409120,+01.019086,+00.084230,+024.73,+098.22,-0.119,-0.022,+0.201,+06.2978,-00.2290,-07.8399,-00.418025,+01.026378,+00.101006,-0.207589,+0.257838,+0.513242,+0.791839,+00.1803,-00.9228,-00.0123,+00.9078,-00.2372,-00.0625
+064.222,+039.082,-004.798,+06.1700,+00.5426,-08.2753,-00.019722,+01.210214,+00.005138,+024.73,+098.21,-0.128,-0.027,+0.196,+06.1700,+00.5426,-08.2753,-00.028627,+01.217505,+00.021914,-0.211058,+0.262095,+0.512365,+0.79009,-00.0043,-00.0933,-00.6996,-00.0540,-00.4603,-00.5324
+064.178,+039.665,-004.733,+06.1783,+01.0575,-07.6852,+00.330817,+01.394436,+00.011969,+024.73,+098.22,-0.138,-0.028,+0.192,+06.1783,+01.0575,-07.6852,+00.321912,+01.401727,+00.028745,-0.212986,+0.266559,+0.511169,+0.788854,-00.0221,+00.3674,-00.2698,-00.4001,-00.0374,-00.2162
+064.126,+040.486,-004.452,+06.1288,+01.1580,-07.2901,+00.609745,+01.433519,+00.033773,+024.73,+098.22,-0.147,-0.027,+0.187,+06.1288,+01.1580,-07.2901,+00.600840,+01.440810,+00.050549,-0.214425,+0.273659,+0.509077,+0.787384,-00.2300,+00.5797,+00.1362,-00.5802,+00.1525,+00.2184
+064.094,+041.113,-004.196,+06.1197,+00.5338,-06.9963,+00.684403,+01.455447,+00.028747,+024.73,+098.22,-0.154,-0.027,+0.184,+06.1197,+00.5338,-06.9963,+00.675498,+01.462739,+00.045523,-0.215246,+0.279232,+0.507392,+0.78629,-00.2943,+00.1276,+00.3252,-00.1423,+00.0528,+00.4308
+064.006,+041.940,-003.848,+06.4679,-00.2902,-07.0462,+00.726927,+01.429501,-00.060878,+024.73,+098.22,-0.162,-0.025,+0.181,+06.4679,-00.2902,-07.0462,+00.718021,+01.436793,-00.044102,-0.216143,+0.286706,+0.504775,+0.785038,-00.0778,-00.7791,+00.2223,+00.7402,-00.2215,+00.2559
+063.849,+042.552,-003.585,+06.5681,-00.3158,-07.7394,+00.897456,+01.457531,-00.253599,+024.73,+098.21,-0.169,-0.026,+0.177,+06.5681,-00.3158,-07.7394,+00.888551,+01.464823,-00.236823,-0.216531,+0.292411,+0.502156,+0.784506,-00.0030,-00.7776,-00.3822,+00.6179,-00.5566,-00.2431
+063.525,+043.451,-003.309,+06.6194,-00.0688,-07.9415,+00.880468,+01.634135,-00.353885,+024.73,+098.21,-0.181,-0.020,+0.169,+06.6194,-00.0688,-07.9415,+00.871563,+01.641427,-00.337109,-0.217575,+0.300474,+0.497893,+0.783887,-00.1161,-00.4792,-00.8435,+00.1846,-00.8118,-00.5114
+063.211,+044.186,-003.172,+06.3563,+00.0259,-08.0813,+00.740467,+01.773332,-00.465656,+024.73,+098.22,-0.189,-0.021,+0.167,+06.3563,+00.0259,-08.0813,+00.731562,+01.780624,-00.448880,-0.218878,+0.306762,+0.49427,+0.783382,-00.4130,-00.4709,-01.0970,+00.0045,-01.1689,-00.4789
+062.790,+045.232,-003.189,+06.5291,+00.3161,-07.1731,+00.438104,+01.859800,-00.425625,+024.73,+098.22,-0.196,-0.022,+0.160,+06.5291,+00.3161,-07.1731,+00.429199,+01.867092,-00.408849,-0.222177,+0.314749,+0.489821,+0.782078,-00.4242,-00.0676,-00.2867,-00.1541,-00.4822,+00.1022
+062.470,+046.014,-003.238,+06.8070,+00.1675,-06.6842,+00.431674,+01.826590,-00.431254,+024.73,+098.22,-0.204,-0.019,+0.155,+06.8070,+00.1675,-06.6842,+00.422769,+01.833881,-00.414478,-0.224824,+0.32057,+0.486552,+0.780997,-00.2266,-00.2403,+00.0606,+00.1616,-00.2016,+00.2144
+062.057,+047.038,-003.254,+06.8927,+00.3913,-06.0744,+00.536792,+01.797411,-00.415353,+024.73,+098.22,-0.212,-0.020,+0.147,+06.8927,+00.3913,-06.0744,+00.527887,+01.804702,-00.398578,-0.227924,+0.3284,+0.48216,+0.779568,-00.2745,+00.0125,+00.5894,+00.0733,+00.2362,+00.6014
+061.741,+047.771,-003.243,+06.8768,+00.4269,-05.6588,+00.607863,+01.684537,-00.382647,+024.73,+098.22,-0.222,-0.021,+0.139,+06.8768,+00.4269,-05.6588,+00.598958,+01.691828,-00.365871,-0.229882,+0.334131,+0.478802,+0.778627,-00.4490,+00.0424,+00.8507,+00.0744,+00.3294,+00.9017
+061.385,+048.668,-003.073,+07.1027,-00.1514,-05.7501,+00.832227,+01.542764,-00.352579,+024.73,+098.22,-0.229,-0.022,+0.134,+07.1027,-00.1514,-05.7501,+00.823322,+01.550056,-00.335803,-0.231258,+0.341737,+0.474418,+0.777601,-00.2514,-00.4981,+00.7086,+00.5879,+00.1183,+00.6737
+061.074,+049.300,-002.977,+07.2045,-00.1112,-05.9832,+00.756231,+01.468441,-00.429735,+024.72,+098.22,-0.235,-0.020,+0.130,+07.2045,-00.1112,-05.9832,+00.747326,+01.475733,-00.412959,-0.232178,+0.347107,+0.470969,+0.777045,-00.2163,-00.4857,+00.3651,+00.4827,-00.0902,+00.4182
+060.640,+050.105,-002.856,+07.3700,-00.3118,-05.9694,+00.813224,+01.402292,-00.436395,+024.73,+098.22,-0.239,-0.021,+0.126,+07.3700,-00.3118,-05.9694,+00.804319,+01.409584,-00.419619,-0.233191,+0.354019,+0.466299,+0.776439,-00.1440,-00.6248,+00.3043,+00.6114,-00.1549,+00.3254
+060.271,+050.682,-002.807,+07.6166,-00.3819,-06.3601,+00.764050,+01.347905,-00.541565,+024.72,+098.21,-0.243,-0.018,+0.117,+07.6166,-00.3819,-06.3601,+00.755145,+01.355196,-00.524789,-0.233957,+0.358933,+0.462668,+0.776125,+00.0140,-00.7485,-00.0621,+00.6465,-00.3816,-00.0270
+059.696,+051.446,-002.937,+07.6844,+00.7748,-06.7250,+00.467445,+01.362872,-00.575932,+024.75,+098.23,-0.251,-0.019,+0.112,+07.6844,+00.7748,-06.7250,+00.458540,+01.370163,-00.559156,-0.23597,+0.364833,+0.457883,+0.775602,+00.0255,+00.4620,-00.6291,-00.6198,-00.2099,-00.4262
+059.324,+052.028,-003.077,+07.5696,+01.6660,-06.3280,+00.358941,+01.379578,-00.426212,+024.73,+098.21,-0.254,-0.022,+0.106,+07.5696,+01.6660,-06.3280,+00.350036,+01.386869,-00.409436,-0.237942,+0.369042,+0.454815,+0.774813,-00.0904,+01.2930,-00.4212,-01.3165,+00.2671,-00.2302
+059.011,+052.804,-003.122,+07.7227,+00.9873,-05.7364,+00.357829,+01.345295,-00.223303,+024.73,+098.22,-0.260,-0.022,+0.101,+07.7227,+00.9873,-05.7364,+00.348924,+01.352586,-00.206527,-0.240154,+0.374833,+0.451517,+0.773278,-00.0787,+00.6649,+00.1756,-00.5448,+00.4009,+00.1468
+058.842,+053.354,-003.143,+07.6004,+00.2710,-05.3532,+00.229110,+01.262805,-00.180466,+024.73,+098.22,-0.264,-0.020,+0.095,+07.6004,+00.2710,-05.3532,+00.220205,+01.270097,-00.163690,-0.241802,+0.378872,+0.449494,+0.771973,-00.2131,-00.0070,+00.4200,+00.0947,+00.1876,+00.4215
+058.595,+054.048,-003.268,+07.5655,+00.1504,-04.7982,+00.111530,+01.196916,-00.223055,+024.73,+098.21,-0.268,-0.020,+0.089,+07.5655,+00.1504,-04.7982,+00.102625,+01.204208,-00.206279,-0.2444,+0.383653,+0.447036,+0.770219,-00.3626,-00.1774,+00.9425,+00.3956,+00.4111,+00.8519
+058.363,+054.531,-003.463,+07.3034,+00.4552,-04.3072,-00.069815,+01.100126,-00.265251,+024.73,+098.22,-0.271,-0.023,+0.087,+07.3034,+00.4552,-04.3072,-00.078720,+01.107417,-00.248475,-0.246718,+0.386693,+0.445294,+0.768968,-00.7114,+00.0635,+01.3107,+00.2194,+00.6278,+01.3363
+058.064,+055.097,-003.825,+07.2293,+00.2346,-04.0963,-00.232640,+00.959047,-00.257570,+024.73,+098.22,-0.276,-0.026,+0.079,+07.2293,+00.2346,-04.0963,-00.241545,+00.966339,-00.240794,-0.250198,+0.389803,+0.443529,+0.767292,-00.8028,-00.1392,+01.4951,+00.4414,+00.6342,+01.5173
+057.802,+055.466,-004.177,+07.3222,+00.1136,-03.7402,-00.335902,+00.830288,-00.320359,+024.73,+098.21,-0.280,-0.029,+0.074,+07.3222,+00.1136,-03.7402,-00.344807,+00.837579,-00.303583,-0.252995,+0.391531,+0.442342,+0.766179,-00.7426,-00.3190,+01.7128,+00.6994,+00.7477,+01.5933
+057.412,+055.858,-004.719,+07.5919,+00.1282,-03.7935,-00.392558,+00.653822,-00.355347,+024.72,+098.22,-0.281,-0.031,+0.069,+07.5919,+00.1282,-03.7935,-00.401464,+00.661113,-00.338571,-0.256679,+0.392996,+0.440922,+0.765022,-00.5139,-00.3239,+01.6846,+00.7602,+00.8471,+01.3825
+057.095,+056.084,-005.139,+07.9377,+00.6021,-04.4201,-00.303322,+00.525282,-00.384928,+024.73,+098.22,-0.282,-0.031,+0.064,+07.9377,+00.6021,-04.4201,-00.312227,+00.532573,-00.368152,-0.259193,+0.393639,+0.439873,+0.764447,-00.2469,+00.0165,+01.1373,+00.3358,+00.7368,+00.8361
+056.700,+056.350,-005.573,+07.9287,+01.5504,-05.0520,-00.144189,+00.480102,-00.330274,+024.73,+098.22,-0.282,-0.033,+0.062,+07.9287,+01.5504,-05.0520,-00.153094,+00.487393,-00.313498,-0.261657,+0.394694,+0.438296,+0.763969,-00.2240,+01.0234,+00.3493,-00.8344,+00.6468,+00.3240
+056.495,+056.547,-005.752,+08.1600,+01.2705,-05.3374,+00.059009,+00.475089,-00.209895,+024.73,+098.22,-0.283,-0.035,+0.058,+08.1600,+01.2705,-05.3374,+00.050104,+00.482380,-00.193119,-0.262826,+0.395832,+0.43723,+0.76359,-00.0585,+00.8284,+00.1066,-00.7033,+00.4500,+00.0615
+056.263,+056.817,-005.903,+08.2607,+01.0825,-05.3929,+00.069666,+00.485804,-00.183312,+024.73,+098.22,-0.284,-0.036,+0.055,+08.2607,+01.0825,-05.3929,+00.060761,+00.493095,-00.166536,-0.26396,+0.397642,+0.435774,+0.763091,+00.0641,+00.5312,-00.0611,-00.4684,+00.2388,-00.1167
+056.116,+057.019,-006.003,+08.2576,+01.2043,-05.2911,+00.073331,+00.483103,-00.144248,+024.73,+098.22,-0.285,-0.036,+0.053,+08.2576,+01.2043,-05.2911,+00.064426,+00.490395,-00.127472,-0.264804,+0.398988,+0.434816,+0.762642,+00.0383,+00.6593,+00.0023,-00.5641,+00.3365,-00.0684
+055.929,+057.303,-006.125,+08.1131,+00.9247,-05.2397,+00.063841,+00.514614,-00.140292,+024.74,+098.22,-0.286,-0.037,+0.051,+08.1131,+00.9247,-05.2397,+00.054936,+00.521905,-00.123515,-0.265925,+0.400908,+0.433541,+0.76197,-00.1287,+00.3602,+00.0207,-00.3459,+00.1319,+00.0986
+055.828,+057.509,-006.185,+08.2651,+00.6945,-04.5668,+00.078383,+00.453120,-00.079705,+024.73,+098.22,-0.287,-0.036,+0.050,+08.2651,+00.6945,-04.5668,+00.069478,+00.460411,-00.062929,-0.266669,+0.402329,+0.432752,+0.76141,-00.0339,+00.2396,+00.6333,+00.0223,+00.5784,+00.3529
+055.668,+057.727,-006.305,+08.4048,+00.3865,-05.0813,-00.000541,+00.363704,-00.151960,+024.73,+098.22,-0.290,-0.040,+0.046,+08.4048,+00.3865,-05.0813,-00.009446,+00.370996,-00.135184,-0.267637,+0.40374,+0.431763,+0.760884,+00.1241,-00.1878,+00.1165,+00.2460,+00.0519,-00.0320
+055.538,+057.879,-006.426,+08.3734,+01.0866,-05.4897,+00.007248,+00.377206,-00.113100,+024.73,+098.22,-0.289,-0.040,+0.045,+08.3734,+01.0866,-05.4897,-00.001657,+00.384498,-00.096324,-0.26849,+0.404634,+0.431087,+0.760493,+00.0954,+00.4785,-00.2746,-00.4944,+00.0656,-00.2544
+055.437,+058.122,-006.449,+08.4470,+00.9160,-05.3609,+00.154981,+00.434790,-00.042776,+024.73,+098.22,-0.290,-0.042,+0.044,+08.4470,+00.9160,-05.3609,+00.146076,+00.442082,-00.026000,-0.269101,+0.406447,+0.430116,+0.759859,+00.1304,+00.3350,-00.2214,-00.3387,+00.0513,-00.2468
+055.400,+058.315,-006.422,+08.2232,+00.5421,-05.2649,+00.132601,+00.454898,-00.018312,+024.72,+098.21,-0.291,-0.039,+0.040,+08.2232,+00.5421,-05.2649,+00.123696,+00.462189,-00.001536,-0.269429,+0.407958,+0.429465,+0.759301,-00.1103,+00.0184,-00.1851,-00.1208,-00.1794,-00.0038
+055.330,+058.575,-006.411,+08.4029,+00.4747,-04.8721,+00.133504,+00.442001,-00.027614,+024.71,+098.22,-0.293,-0.040,+0.040,+08.4029,+00.4747,-04.8721,+00.124599,+00.449293,-00.010838,-0.269976,+0.409943,+0.428549,+0.758555,+00.0457,-00.0955,+00.2022,+00.1758,+00.1270,+00.0713
+055.263,+058.753,-006.430,+08.2798,+00.3024,-05.0254,+00.076805,+00.413717,-00.062683,+024.73,+098.22,-0.294,-0.038,+0.040,+08.2798,+00.3024,-05.0254,+00.067900,+00.421009,-00.045907,-0.27045,+0.41125,+0.427888,+0.758052,-00.0898,-00.2935,+00.0289,+00.2404,-00.1593,+00.1087
+055.158,+058.994,-006.491,+08.2985,+00.5216,-04.8653,+00.058013,+00.421126,-00.060275,+024.73,+098.21,-0.296,-0.041,+0.037,+08.2985,+00.5216,-04.8653,+00.049108,+00.428417,-00.043499,-0.271269,+0.412916,+0.427024,+0.75734,-00.0959,-00.0488,+00.1474,+00.0723,+00.0482,+00.1604
+055.080,+059.165,-006.558,+08.3648,+00.4846,-04.7467,-00.014046,+00.385195,-00.070717,+024.73,+098.22,-0.297,-0.041,+0.036,+08.3648,+00.4846,-04.7467,-00.022951,+00.392487,-00.053941,-0.271993,+0.414022,+0.426475,+0.756786,-00.0364,-00.1134,+00.2353,+00.1810,+00.1093,+00.1577
+054.964,+059.369,-006.692,+08.3521,+00.7448,-04.7121,-00.058472,+00.351434,-00.075982,+024.72,+098.22,-0.297,-0.041,+0.032,+08.3521,+00.7448,-04.7121,-00.067378,+00.358725,-00.059206,-0.273128,+0.415192,+0.425871,+0.756076,-00.0751,+00.1633,+00.2439,-00.0678,+00.2353,+00.1783
+054.897,+059.516,-006.742,+08.4800,+00.5870,-04.5965,+00.070372,+00.335954,-00.050931,+024.73,+098.22,-0.298,-0.042,+0.030,+08.4800,+00.5870,-04.5965,+00.061467,+00.343245,-00.034155,-0.273689,+0.416168,+0.42537,+0.755618,+00.0217,+00.0811,+00.3336,+00.0679,+00.3047,+00.1446
+054.801,+059.692,-006.748,+08.5101,+00.3450,-04.5018,+00.166486,+00.292281,-00.073717,+024.73,+098.22,-0.301,-0.043,+0.028,+08.5101,+00.3450,-04.5018,+00.157581,+00.299572,-00.056941,-0.273956,+0.417577,+0.42448,+0.755245,+00.0549,-00.2358,+00.4064,+00.3829,+00.2195,+00.1703
+054.711,+059.799,-006.745,+08.2828,+00.7741,-04.6892,+00.204010,+00.248662,-00.087402,+024.73,+098.22,-0.301,-0.044,+0.028,+08.2828,+00.7741,-04.6892,+00.195105,+00.255954,-00.070626,-0.273953,+0.418539,+0.423704,+0.755149,-00.1625,+00.1264,+00.2361,-00.0627,+00.1768,+00.2509
+054.658,+059.951,-006.662,+08.2884,+00.7134,-04.4206,+00.260483,+00.262289,-00.011829,+024.71,+098.23,-0.300,-0.044,+0.027,+08.2884,+00.7134,-04.4206,+00.251578,+00.269580,+00.004947,-0.273709,+0.420005,+0.422811,+0.754924,-00.1891,+00.1444,+00.4504,+00.0012,+00.3400,+00.3793
+054.640,+060.049,-006.549,+08.3377,+00.4400,-04.2056,+00.303269,+00.207208,-00.017030,+024.73,+098.21,-0.301,-0.043,+0.027,+08.3377,+00.4400,-04.2056,+00.294364,+00.214499,-00.000254,-0.273218,+0.421135,+0.422119,+0.75486,-00.1099,-00.1297,+00.6474,+00.3430,+00.3884,+00.4237
+054.610,+060.153,-006.392,+08.2562,+00.5609,-03.9931,+00.357378,+00.163171,-00.027009,+024.72,+098.22,-0.303,-0.041,+0.027,+08.2562,+00.5609,-03.9931,+00.348473,+00.170463,-00.010233,-0.272406,+0.422495,+0.42117,+0.754923,-00.2385,+00.0183,+00.8507,+00.2629,+00.5650,+00.6266
+054.573,+060.207,-006.283,+08.1822,+00.7692,-03.9945,+00.319976,+00.102875,-00.047854,+024.73,+098.22,-0.302,-0.042,+0.027,+08.1822,+00.7692,-03.9945,+00.311071,+00.110167,-00.031078,-0.271724,+0.423347,+0.420437,+0.7551,-00.3227,+00.1961,+00.8335,+00.0798,+00.6059,+00.6810
+054.545,+060.243,-006.132,+08.3147,+00.9720,-04.1676,+00.314303,+00.039419,-00.026692,+024.71,+098.22,-0.303,-0.042,+0.027,+08.3147,+00.9720,-04.1676,+00.305398,+00.046711,-00.009916,-0.270743,+0.424217,+0.419632,+0.755412,-00.1876,+00.4527,+00.6654,-00.1698,+00.6601,+00.4673
+054.563,+060.244,-005.995,+08.7347,+00.9159,-04.9772,+00.285975,-00.022303,+00.016778,+024.72,+098.21,-0.301,-0.039,+0.028,+08.7347,+00.9159,-04.9772,+00.277070,-00.015011,+00.033554,-0.269912,+0.424677,+0.419249,+0.755664,+00.1997,+00.3768,+00.0300,-00.2552,+00.2931,-00.1780
+054.655,+060.261,-005.764,+08.7009,+01.5316,-05.8161,+00.272051,+00.043142,+00.095677,+024.72,+098.22,-0.303,-0.039,+0.027,+08.7009,+01.5316,-05.8161,+00.263146,+00.050434,+00.112453,-0.26878,+0.425421,+0.418967,+0.755805,+00.1971,+01.0437,-00.9824,-01.2536,-00.1431,-00.7080
+054.836,+060.322,-005.476,+08.8449,+01.0577,-05.6850,+00.333068,+00.133992,+00.236411,+024.71,+098.22,-0.302,-0.039,+0.028,+08.8449,+01.0577,-05.6850,+00.324162,+00.141284,+00.253187,-0.267758,+0.426464,+0.418989,+0.755568,+00.3161,+00.7714,-00.8871,-00.9471,-00.1580,-00.7483
+055.098,+060.430,-005.064,+08.8312,+00.0831,-05.3462,+00.320095,+00.164769,+00.206676,+024.71,+098.21,-0.305,-0.038,+0.030,+08.8312,+00.0831,-05.3462,+00.311190,+00.172061,+00.223452,-0.266377,+0.428091,+0.418996,+0.755132,+00.3131,-00.3436,-00.5320,+00.1590,-00.4523,-00.5188
+055.230,+060.509,-004.836,+08.8230,-00.2873,-05.1587,+00.260119,+00.165377,+00.120546,+024.73,+098.22,-0.305,-0.036,+0.029,+08.8230,-00.2873,-05.1587,+00.251214,+00.172668,+00.137322,-0.265628,+0.429158,+0.418872,+0.754859,+00.2302,-00.5991,-00.3232,+00.4425,-00.4571,-00.3341
+055.205,+060.635,-004.738,+08.4894,-00.3679,-05.2672,+00.197122,+00.239484,-00.072089,+024.71,+098.22,-0.307,-0.036,+0.029,+08.4894,-00.3679,-05.2672,+00.188216,+00.246776,-00.055313,-0.265308,+0.430421,+0.418121,+0.754668,-00.0459,-00.7646,-00.4810,+00.4385,-00.7738,-00.1641
+055.205,+060.741,-004.638,+08.2704,+00.5471,-04.1923,+00.272550,+00.223006,+00.032416,+024.71,+098.22,-0.308,-0.036,+0.030,+08.2704,+00.5471,-04.1923,+00.263645,+00.230298,+00.049192,-0.265006,+0.431505,+0.417556,+0.754469,-00.2104,+00.2378,+00.5140,-00.0420,+00.4277,+00.4246
+055.218,+060.851,-004.498,+08.2864,-00.1236,-03.7834,+00.199362,+00.161640,-00.014858,+024.71,+098.22,-0.307,-0.035,+0.026,+08.2864,-00.1236,-03.7834,+00.190457,+00.168931,+00.001918,-0.264492,+0.432724,+0.416915,+0.754305,-00.2670,-00.4977,+00.9723,+00.7730,+00.3770,+00.7243
+055.171,+060.883,-004.496,+08.2082,+00.2421,-03.6747,+00.073840,+00.034877,-00.071633,+024.71,+098.22,-0.308,-0.035,+0.027,+08.2082,+00.2421,-03.6747,+00.064934,+00.042169,-00.054857,-0.264409,+0.433057,+0.416542,+0.754349,-00.3347,-00.2094,+01.1157,+00.5697,+00.6064,+00.8416
+055.128,+060.879,-004.534,+08.2957,+00.5888,-04.1723,-00.001065,-00.020902,-00.039817,+024.73,+098.22,-0.307,-0.037,+0.026,+08.2957,+00.5888,-04.1723,-00.009970,-00.013610,-00.023041,-0.264486,+0.432993,+0.41641,+0.754432,-00.2601,+00.2121,+00.5790,-00.0035,+00.4448,+00.4999
+055.132,+060.873,-004.515,+08.5128,+00.6665,-04.6340,+00.041575,-00.019238,-00.009152,+024.71,+098.22,-0.308,-0.036,+0.027,+08.5128,+00.6665,-04.6340,+00.032670,-00.011946,+00.007624,-0.264356,+0.433012,+0.416374,+0.754486,-00.0811,+00.2648,+00.1632,-00.1788,+00.2275,+00.1398
+055.192,+060.864,-004.453,+08.6286,+01.1995,-04.5048,+00.024905,-00.037768,+00.061086,+024.71,+098.22,-0.308,-0.036,+0.028,+08.6286,+01.1995,-04.5048,+00.016000,-00.030476,+00.077862,-0.264145,+0.433036,+0.416555,+0.754447,+00.0741,+00.8292,+00.2492,-00.5823,+00.6446,+00.0249
+055.339,+060.847,-004.285,+08.4343,+01.0443,-04.6656,+00.127758,-00.053417,+00.172863,+024.71,+098.22,-0.309,-0.034,+0.028,+08.4343,+01.0443,-04.6656,+00.118853,-00.046125,+00.189639,-0.263536,+0.433191,+0.416918,+0.75437,-00.0493,+00.7414,+00.1402,-00.5885,+00.4673,+00.0842
+055.615,+060.834,-003.968,+08.6766,+00.7742,-04.5653,+00.142594,-00.061990,+00.224911,+024.71,+098.22,-0.309,-0.035,+0.028,+08.6766,+00.7742,-04.5653,+00.133688,-00.054698,+00.241687,-0.262447,+0.433626,+0.417555,+0.754147,+00.1246,+00.4440,+00.1963,-00.2610,+00.4269,-00.0284
+055.842,+060.790,-003.743,+08.6093,+00.5851,-04.6923,+00.016324,-00.149523,+00.231194,+024.73,+098.23,-0.308,-0.031,+0.025,+08.6093,+00.5851,-04.6923,+00.007418,-00.142231,+00.247970,-0.26168,+0.433632,+0.418281,+0.754008,+00.0502,+00.2923,+00.1094,-00.1894,+00.2531,+00.0002
+056.154,+060.704,-003.516,+08.3985,+00.8277,-04.9685,-00.121163,-00.185303,+00.241231,+024.73,+098.22,-0.310,-0.033,+0.029,+08.3985,+00.8277,-04.9685,-00.130069,-00.178012,+00.258007,-0.261075,+0.433169,+0.419639,+0.753729,-00.1427,+00.5337,-00.1851,-00.5776,+00.0749,+00.0180
